Localidade,GEOCODIGO,temp1,temp2,2007,2016,Aumento (%)
Rio Sono,1718758,"62,0","82,0",62,82,31.74603175
Sampaio,1718808,"15,0","21,0",15,21,37.5
Sandolândia,1718840,"3,0","22,0",3,22,475
Santa Fé do Araguaia,1718865,"25,0","35,0",25,35,38.46153846
Santa Maria do Tocantins,1718881,"6,0","11,0",6,11,71.42857143
Santa Rita do Tocantins,1718899,"2,0","8,0",2,8,200
Santa Rosa do Tocantins,1718907,"13,0","45,0",13,45,228.5714286
Santa Tereza do Tocantins,1719004,"26,0","23,0",26,23,-11.11111111
Santa Terezinha do Tocantins,1720002,"4,0","17,0",4,17,260
São Bento do Tocantins,1720101,"2,0","40,0",2,40,1266.666667
São Félix do Tocantins,1720150,"11,0","3,0",11,3,-66.66666667
São Miguel do Tocantins,1720200,"22,0","46,0",22,46,104.3478261
São Salvador do Tocantins,1720259,"4,0","10,0",4,10,120
São Sebastião do Tocantins,1720309,"4,0","23,0",4,23,380
São Valério,1720499,"7,0","22,0",7,22,187.5
Silvanópolis,1720655,"6,0","18,0",6,18,171.4285714
Sítio Novo do Tocantins,1720804,"15,0","107,0",15,107,575
Sucupira,1720853,"1,0","5,0",1,5,200
Taguatinga,1720903,"10,0","94,0",10,94,763.6363636
Taipas do Tocantins,1720937,"0,0","28,0",0,28,2800
Talismã,1720978,"1,0","9,0",1,9,400
Palmas,1721000,"251,0","1226,0",251,1226,386.9047619
Tocantínia,1721109,"3,0","81,0",3,81,1950
Tocantinópolis,1721208,"99,0","295,0",99,295,196
Tupirama,1721257,"2,0","4,0",2,4,66.66666667
Tupiratins,1721307,"1,0","8,0",1,8,350
Wanderlândia,1722081,"16,0","83,0",16,83,394.1176471
Xambioá,1722107,"19,0","47,0",19,47,140
Açailândia,2100055,"93,0","397,0",93,397,323.4042553
Afonso Cunha,2100105,"1,0","37,0",1,37,1800
Água Doce do Maranhão,2100154,"45,0","66,0",45,66,45.65217391
Alcântara,2100204,"13,0","41,0",13,41,200
Aldeias Altas,2100303,"5,0","164,0",5,164,2650
Altamira do Maranhão,2100402,"24,0","5,0",24,5,-76
Alto Alegre do Maranhão,2100436,"33,0","149,0",33,149,341.1764706
Alto Alegre do Pindaré,2100477,"114,0","241,0",114,241,110.4347826
Alto Parnaíba,2100501,"1,0","20,0",1,20,950
Amapá do Maranhão,2100550,"4,0","23,0",4,23,380
Amarante do Maranhão,2100600,"23,0","27,0",23,27,16.66666667
Anajatuba,2100709,"0,0","26,0",0,26,2600
Anapurus,2100808,"46,0","50,0",46,50,8.510638298
Apicum-Açu,2100832,"13,0","115,0",13,115,728.5714286
Araguanã,2100873,"8,0","36,0",8,36,311.1111111
Araioses,2100907,"17,0","169,0",17,169,844.4444444
Arame,2100956,"2,0","50,0",2,50,1600
Arari,2101004,"1,0","139,0",1,139,6900
Axixá,2101103,"32,0","160,0",32,160,387.8787879
Bacabal,2101202,"73,0","424,0",73,424,474.3243243
Bacabeira,2101251,"112,0","49,0",112,49,-55.75221239
Bacuri,2101301,"4,0","42,0",4,42,760
Bacurituba,2101350,"3,0","23,0",3,23,500
Balsas,2101400,"16,0","858,0",16,858,4952.941176
Barão de Grajaú,2101509,"7,0","62,0",7,62,687.5
Barra do Corda,2101608,"154,0","607,0",154,607,292.2580645
Barreirinhas,2101707,"205,0","380,0",205,380,84.95145631
Belágua,2101731,"3,0","29,0",3,29,650
Bela Vista do Maranhão,2101772,"13,0","91,0",13,91,557.1428571
Benedito Leite,2101806,"0,0","9,0",0,9,900
Bequimão,2101905,"37,0","54,0",37,54,44.73684211
Bernardo do Mearim,2101939,"0,0","17,0",0,17,1700
Boa Vista do Gurupi,2101970,"0,0","27,0",0,27,2700
Bom Jardim,2102002,"6,0","94,0",6,94,1257.142857
Bom Jesus das Selvas,2102036,"1,0","71,0",1,71,3500
Bom Lugar,2102077,"4,0","26,0",4,26,440
Brejo,2102101,"20,0","177,0",20,177,747.6190476
Brejo de Areia,2102150,"9,0","6,0",9,6,-30
Buriti,2102200,"18,0","234,0",18,234,1136.842105
Buriti Bravo,2102309,"10,0","83,0",10,83,663.6363636
Buriticupu,2102325,"56,0","279,0",56,279,391.2280702
Buritirana,2102358,"10,0","44,0",10,44,309.0909091
Cachoeira Grande,2102374,"19,0","14,0",19,14,-25
Cajapió,2102408,"1,0","4,0",1,4,150
Cajari,2102507,"2,0","48,0",2,48,1533.333333
Campestre do Maranhão,2102556,"16,0","153,0",16,153,805.8823529
Cândido Mendes,2102606,"4,0","76,0",4,76,1440
Cantanhede,2102705,"0,0","153,0",0,153,15300
Capinzal do Norte,2102754,"4,0","69,0",4,69,1300
Carolina,2102804,"248,0","125,0",248,125,-49.39759036
Carutapera,2102903,"0,0","194,0",0,194,19400
Caxias,2103000,"66,0","1305,0",66,1305,1849.253731
Cedral,2103109,"13,0","31,0",13,31,128.5714286
Central do Maranhão,2103125,"30,0","42,0",30,42,38.70967742
Centro do Guilherme,2103158,"161,0","34,0",161,34,-78.39506173
Centro Novo do Maranhão,2103174,"3,0","79,0",3,79,1900
Chapadinha,2103208,"11,0","948,0",11,948,7808.333333
Cidelândia,2103257,"3,0","81,0",3,81,1950
Codó,2103307,"14,0","452,0",14,452,2920
Coelho Neto,2103406,"1,0","213,0",1,213,10600
Colinas,2103505,"25,0","215,0",25,215,730.7692308
Conceição do Lago-Açu,2103554,"1,0","66,0",1,66,3250
Coroatá,2103604,"140,0","296,0",140,296,110.6382979
Cururupu,2103703,"46,0","172,0",46,172,268.0851064
Davinópolis,2103752,"20,0","58,0",20,58,180.952381
Dom Pedro,2103802,"11,0","61,0",11,61,416.6666667
Duque Bacelar,2103901,"46,0","41,0",46,41,-10.63829787
Esperantinópolis,2104008,"17,0","83,0",17,83,366.6666667
Estreito,2104057,"30,0","154,0",30,154,400
Feira Nova do Maranhão,2104073,"0,0","35,0",0,35,3500
Fernando Falcão,2104081,"2,0","43,0",2,43,1366.666667
Formosa da Serra Negra,2104099,"13,0","87,0",13,87,528.5714286
Fortaleza dos Nogueiras,2104107,"12,0","44,0",12,44,246.1538462
Fortuna,2104206,"34,0","50,0",34,50,45.71428571
Godofredo Viana,2104305,"3,0","31,0",3,31,700
Gonçalves Dias,2104404,"1,0","40,0",1,40,1950
Governador Archer,2104503,"1,0","87,0",1,87,4300
Governador Edison Lobão,2104552,"34,0","121,0",34,121,248.5714286
Governador Eugênio Barros,2104602,"0,0","26,0",0,26,2600
Governador Luiz Rocha,2104628,"2,0","18,0",2,18,533.3333333
Governador Newton Bello,2104651,"0,0","7,0",0,7,700
Governador Nunes Freire,2104677,"2,0","88,0",2,88,2866.666667
Graça Aranha,2104701,"1,0","11,0",1,11,500
Grajaú,2104800,"12,0","208,0",12,208,1507.692308
Guimarães,2104909,"0,0","37,0",0,37,3700
Humberto de Campos,2105005,"1,0","182,0",1,182,9050
Icatu,2105104,"56,0","143,0",56,143,152.6315789
Igarapé do Meio,2105153,"46,0","98,0",46,98,110.6382979
Igarapé Grande,2105203,"4,0","63,0",4,63,1180
Imperatriz,2105302,"160,0","987,0",160,987,513.6645963
Itaipava do Grajaú,2105351,"4,0","40,0",4,40,720
Itapecuru Mirim,2105401,"57,0","403,0",57,403,596.5517241
Itinga do Maranhão,2105427,"5,0","131,0",5,131,2100
Jatobá,2105450,"20,0","10,0",20,10,-47.61904762
Jenipapo dos Vieiras,2105476,"1,0","45,0",1,45,2200
João Lisboa,2105500,"58,0","186,0",58,186,216.9491525
Joselândia,2105609,"0,0","11,0",0,11,1100
Junco do Maranhão,2105658,"1,0","68,0",1,68,3350
Lago da Pedra,2105708,"24,0","42,0",24,42,72
Lago do Junco,2105807,"1,0","23,0",1,23,1100
Lago Verde,2105906,"3,0","65,0",3,65,1550
Lagoa do Mato,2105922,"17,0","39,0",17,39,122.2222222
Lago dos Rodrigues,2105948,"2,0","59,0",2,59,1900
Lagoa Grande do Maranhão,2105963,"0,0","5,0",0,5,500
Lajeado Novo,2105989,"9,0","38,0",9,38,290
Lima Campos,2106003,"20,0","86,0",20,86,314.2857143
Loreto,2106102,"22,0","83,0",22,83,265.2173913
Luís Domingues,2106201,"2,0","27,0",2,27,833.3333333
Magalhães de Almeida,2106300,"0,0","58,0",0,58,5800
Maracaçumé,2106326,"6,0","79,0",6,79,1042.857143
Marajá do Sena,2106359,"0,0","20,0",0,20,2000
Maranhãozinho,2106375,"39,0","43,0",39,43,10
Mata Roma,2106409,"15,0","173,0",15,173,987.5
Matinha,2106508,"48,0","22,0",48,22,-53.06122449
Matões,2106607,"13,0","234,0",13,234,1578.571429
Matões do Norte,2106631,"1,0","108,0",1,108,5350
Milagres do Maranhão,2106672,"1,0","49,0",1,49,2400
Mirador,2106706,"2,0","78,0",2,78,2533.333333
Miranda do Norte,2106755,"10,0","155,0",10,155,1318.181818
Mirinzal,2106805,"1,0","10,0",1,10,450
Monção,2106904,"25,0","98,0",25,98,280.7692308
Montes Altos,2107001,"5,0","21,0",5,21,266.6666667
Morros,2107100,"0,0","45,0",0,45,4500
Nina Rodrigues,2107209,"1,0","58,0",1,58,2850
Nova Colinas,2107258,"0,0","12,0",0,12,1200
Nova Iorque,2107308,"1,0","23,0",1,23,1100
Nova Olinda do Maranhão,2107357,"25,0","27,0",25,27,7.692307692
Olho d'Água das Cunhãs,2107407,"8,0","165,0",8,165,1744.444444
Olinda Nova do Maranhão,2107456,"282,0","44,0",282,44,-84.09893993
Paço do Lumiar,2107506,"18,0","427,0",18,427,2152.631579
Palmeirândia,2107605,"12,0","58,0",12,58,353.8461538
Paraibano,2107704,"7,0","22,0",7,22,187.5
Parnarama,2107803,"27,0","97,0",27,97,250
Passagem Franca,2107902,"2,0","35,0",2,35,1100
Pastos Bons,2108009,"22,0","84,0",22,84,269.5652174
Paulino Neves,2108058,"17,0","191,0",17,191,966.6666667
Paulo Ramos,2108108,"14,0","74,0",14,74,400
Pedreiras,2108207,"70,0","256,0",70,256,261.971831
Pedro do Rosário,2108256,"59,0","75,0",59,75,26.66666667
Penalva,2108306,"11,0","65,0",11,65,450
Peri Mirim,2108405,"1,0","40,0",1,40,1950
Peritoró,2108454,"182,0","39,0",182,39,-78.1420765
Pindaré-Mirim,2108504,"5,0","118,0",5,118,1883.333333
Pinheiro,2108603,"42,0","496,0",42,496,1055.813953
Pio XII,2108702,"93,0","74,0",93,74,-20.21276596
Pirapemas,2108801,"0,0","44,0",0,44,4400
Poção de Pedras,2108900,"8,0","80,0",8,80,800
Porto Franco,2109007,"85,0","333,0",85,333,288.372093
Porto Rico do Maranhão,2109056,"0,0","8,0",0,8,800
Presidente Dutra,2109106,"4,0","102,0",4,102,1960
Presidente Juscelino,2109205,"30,0","43,0",30,43,41.93548387
Presidente Médici,2109239,"37,0","40,0",37,40,7.894736842
Presidente Sarney,2109270,"33,0","51,0",33,51,52.94117647
Presidente Vargas,2109304,"1,0","43,0",1,43,2100
Primeira Cruz,2109403,"0,0","28,0",0,28,2800
Raposa,2109452,"72,0","42,0",72,42,-41.09589041
Riachão,2109502,"20,0","112,0",20,112,438.0952381
Ribamar Fiquene,2109551,"0,0","47,0",0,47,4700
Rosário,2109601,"41,0","128,0",41,128,207.1428571
Sambaíba,2109700,"0,0","65,0",0,65,6500
Santa Filomena do Maranhão,2109759,"0,0","28,0",0,28,2800
Santa Helena,2109809,"3,0","93,0",3,93,2250
Santa Inês,2109908,"34,0","336,0",34,336,862.8571429
Santa Luzia,2110005,"225,0","205,0",225,205,-8.849557522
Santa Luzia do Paruá,2110039,"14,0","95,0",14,95,540
Santa Quitéria do Maranhão,2110104,"8,0","72,0",8,72,711.1111111
Santa Rita,2110203,"9,0","98,0",9,98,890
Santana do Maranhão,2110237,"164,0","147,0",164,147,-10.3030303
Santo Amaro do Maranhão,2110278,"0,0","23,0",0,23,2300
Santo Antônio dos Lopes,2110302,"10,0","17,0",10,17,63.63636364
São Benedito do Rio Preto,2110401,"0,0","41,0",0,41,4100
São Bento,2110500,"1,0","188,0",1,188,9350
São Bernardo,2110609,"12,0","72,0",12,72,461.5384615
São Domingos do Azeitão,2110658,"2,0","15,0",2,15,433.3333333
São Domingos do Maranhão,2110708,"5,0","95,0",5,95,1500
São Félix de Balsas,2110807,"0,0","6,0",0,6,600
São Francisco do Brejão,2110856,"36,0","41,0",36,41,13.51351351
São Francisco do Maranhão,2110906,"1,0","31,0",1,31,1500
São João Batista,2111003,"16,0","38,0",16,38,129.4117647
São João do Carú,2111029,"9,0","31,0",9,31,220
São João do Paraíso,2111052,"1,0","138,0",1,138,6850
São João do Soter,2111078,"41,0","160,0",41,160,283.3333333
São João dos Patos,2111102,"2,0","209,0",2,209,6900
São José de Ribamar,2111201,"18,0","204,0",18,204,978.9473684
São José dos Basílios,2111250,"1,0","24,0",1,24,1150
São Luís,2111300,"1403,0","3342,0",1403,3342,138.1054131
São Luís Gonzaga do Maranhão,2111409,"0,0","45,0",0,45,4500
São Mateus do Maranhão,2111508,"1,0","165,0",1,165,8200
São Pedro da Água Branca,2111532,"2,0","73,0",2,73,2366.666667
São Pedro dos Crentes,2111573,"30,0","21,0",30,21,-29.03225806
São Raimundo das Mangabeiras,2111607,"0,0","107,0",0,107,10700
São Raimundo do Doca Bezerra,2111631,"1,0","4,0",1,4,150
São Roberto,2111672,"0,0","6,0",0,6,600
São Vicente Ferrer,2111706,"10,0","14,0",10,14,36.36363636
Satubinha,2111722,"3,0","33,0",3,33,750
Senador Alexandre Costa,2111748,"13,0","20,0",13,20,50
Senador La Rocque,2111763,"10,0","66,0",10,66,509.0909091
Serrano do Maranhão,2111789,"0,0","32,0",0,32,3200
Sítio Novo,2111805,"5,0","66,0",5,66,1016.666667
Sucupira do Norte,2111904,"35,0","36,0",35,36,2.777777778
Sucupira do Riachão,2111953,"0,0","30,0",0,30,3000
Tasso Fragoso,2112001,"7,0","92,0",7,92,1062.5
Timbiras,2112100,"0,0","105,0",0,105,10500
Timon,2112209,"59,0","495,0",59,495,726.6666667
Trizidela do Vale,2112233,"26,0","136,0",26,136,407.4074074
Tufilândia,2112274,"3,0","24,0",3,24,525
Tuntum,2112308,"7,0","172,0",7,172,2062.5
Turiaçu,2112407,"2,0","192,0",2,192,6333.333333
Turilândia,2112456,"0,0","31,0",0,31,3100
Tutóia,2112506,"1023,0","126,0",1023,126,-87.59765625
Urbano Santos,2112605,"32,0","58,0",32,58,78.78787879
Vargem Grande,2112704,"15,0","181,0",15,181,1037.5
Viana,2112803,"8,0","137,0",8,137,1433.333333
Vila Nova dos Martírios,2112852,"18,0","46,0",18,46,147.3684211
Vitória do Mearim,2112902,"1,0","117,0",1,117,5800
Vitorino Freire,2113009,"16,0","60,0",16,60,258.8235294
Zé Doca,2114007,"115,0","203,0",115,203,75.86206897
Acauã,2200053,"0,0","23,0",0,23,2300
Agricolândia,2200103,"3,0","21,0",3,21,450
Água Branca,2200202,"1,0","73,0",1,73,3600
Alagoinha do Piauí,2200251,"8,0","22,0",8,22,155.5555556
Alegrete do Piauí,2200277,"28,0","15,0",28,15,-44.82758621
Alto Longá,2200301,"8,0","25,0",8,25,188.8888889
Altos,2200400,"31,0","191,0",31,191,500
Alvorada do Gurguéia,2200459,"2,0","23,0",2,23,700
Amarante,2200509,"9,0","39,0",9,39,300
Angical do Piauí,2200608,"2,0","41,0",2,41,1300
Anísio de Abreu,2200707,"6,0","23,0",6,23,242.8571429
Antônio Almeida,2200806,"1,0","5,0",1,5,200
Aroazes,2200905,"8,0","15,0",8,15,77.77777778
Aroeiras do Itaim,2200954,"0,0","2,0",0,2,200
Arraial,2201002,"3,0","8,0",3,8,125
Assunção do Piauí,2201051,"0,0","24,0",0,24,2400
Avelino Lopes,2201101,"2,0","54,0",2,54,1733.333333
Baixa Grande do Ribeiro,2201150,"4,0","30,0",4,30,520
Barra d'Alcântara,2201176,"4,0","7,0",4,7,60
Barras,2201200,"52,0","172,0",52,172,226.4150943
Barreiras do Piauí,2201309,"10,0","5,0",10,5,-45.45454545
Barro Duro,2201408,"61,0","22,0",61,22,-62.90322581
Batalha,2201507,"230,0","129,0",230,129,-43.72294372
Bela Vista do Piauí,2201556,"52,0","27,0",52,27,-47.16981132
Belém do Piauí,2201572,"25,0","16,0",25,16,-34.61538462
Beneditinos,2201606,"1,0","21,0",1,21,1000
Bertolínia,2201705,"52,0","39,0",52,39,-24.52830189
Betânia do Piauí,2201739,"0,0","22,0",0,22,2200
Boa Hora,2201770,"16,0","54,0",16,54,223.5294118
Bocaina,2201804,"1,0","13,0",1,13,600
Bom Jesus,2201903,"3,0","48,0",3,48,1125
Bom Princípio do Piauí,2201919,"3,0","16,0",3,16,325
Bonfim do Piauí,2201929,"0,0","14,0",0,14,1400
Boqueirão do Piauí,2201945,"0,0","22,0",0,22,2200
Brasileira,2201960,"14,0","38,0",14,38,160
Brejo do Piauí,2201988,"1,0","8,0",1,8,350
Buriti dos Lopes,2202000,"7,0","74,0",7,74,837.5
Buriti dos Montes,2202026,"5,0","55,0",5,55,833.3333333
Cabeceiras do Piauí,2202059,"2,0","14,0",2,14,400
Cajazeiras do Piauí,2202075,"8,0","9,0",8,9,11.11111111
Cajueiro da Praia,2202083,"0,0","3,0",0,3,300
Caldeirão Grande do Piauí,2202091,"21,0","20,0",21,20,-4.545454545
Campinas do Piauí,2202109,"0,0","24,0",0,24,2400
Campo Alegre do Fidalgo,2202117,"41,0","28,0",41,28,-30.95238095
Campo Grande do Piauí,2202133,"59,0","29,0",59,29,-50
Campo Largo do Piauí,2202174,"6,0","40,0",6,40,485.7142857
Campo Maior,2202208,"137,0","386,0",137,386,180.4347826
Canavieira,2202251,"3,0","22,0",3,22,475
Canto do Buriti,2202307,"33,0","30,0",33,30,-8.823529412
Capitão de Campos,2202406,"0,0","39,0",0,39,3900
Capitão Gervásio Oliveira,2202455,"17,0","25,0",17,25,44.44444444
Caracol,2202505,"0,0","25,0",0,25,2500
Caraúbas do Piauí,2202539,"3,0","12,0",3,12,225
Caridade do Piauí,2202554,"2,0","34,0",2,34,1066.666667
Castelo do Piauí,2202604,"39,0","94,0",39,94,137.5
Caxingó,2202653,"0,0","30,0",0,30,3000
Cocal,2202703,"13,0","260,0",13,260,1764.285714
Cocal de Telha,2202711,"0,0","34,0",0,34,3400
Cocal dos Alves,2202729,"14,0","7,0",14,7,-46.66666667
Coivaras,2202737,"28,0","22,0",28,22,-20.68965517
Colônia do Gurguéia,2202752,"10,0","57,0",10,57,427.2727273
Colônia do Piauí,2202778,"4,0","59,0",4,59,1100
Conceição do Canindé,2202802,"0,0","18,0",0,18,1800
Coronel José Dias,2202851,"1,0","11,0",1,11,500
Corrente,2202901,"38,0","137,0",38,137,253.8461538
Cristalândia do Piauí,2203008,"9,0","18,0",9,18,90
Cristino Castro,2203107,"6,0","37,0",6,37,442.8571429
Curimatá,2203206,"7,0","24,0",7,24,212.5
Currais,2203230,"3,0","18,0",3,18,375
Curralinhos,2203255,"3,0","14,0",3,14,275
Curral Novo do Piauí,2203271,"5,0","10,0",5,10,83.33333333
Demerval Lobão,2203305,"0,0","90,0",0,90,9000
Dirceu Arcoverde,2203354,"4,0","12,0",4,12,160
Dom Expedito Lopes,2203404,"6,0","13,0",6,13,100
Domingos Mourão,2203420,"1,0","10,0",1,10,450
Dom Inocêncio,2203453,"2,0","15,0",2,15,433.3333333
Elesbão Veloso,2203503,"12,0","72,0",12,72,461.5384615
Eliseu Martins,2203602,"12,0","26,0",12,26,107.6923077
Esperantina,2203701,"7,0","227,0",7,227,2750
Fartura do Piauí,2203750,"2,0","18,0",2,18,533.3333333
Flores do Piauí,2203800,"6,0","7,0",6,7,14.28571429
Floresta do Piauí,2203859,"0,0","12,0",0,12,1200
Floriano,2203909,"66,0","448,0",66,448,570.1492537
Francinópolis,2204006,"3,0","9,0",3,9,150
Francisco Ayres,2204105,"2,0","5,0",2,5,100
Francisco Macedo,2204154,"10,0","14,0",10,14,36.36363636
Francisco Santos,2204204,"0,0","25,0",0,25,2500
Fronteiras,2204303,"2,0","30,0",2,30,933.3333333
Geminiano,2204352,"1,0","9,0",1,9,400
Gilbués,2204402,"5,0","20,0",5,20,250
Guadalupe,2204501,"37,0","17,0",37,17,-52.63157895
Guaribas,2204550,"3,0","6,0",3,6,75
Hugo Napoleão,2204600,"0,0","13,0",0,13,1300
Ilha Grande,2204659,"6,0","77,0",6,77,1014.285714
Inhuma,2204709,"14,0","53,0",14,53,260
Ipiranga do Piauí,2204808,"1,0","144,0",1,144,7150
Isaías Coelho,2204907,"15,0","16,0",15,16,6.25
Itainópolis,2205003,"0,0","28,0",0,28,2800
Itaueira,2205102,"4,0","55,0",4,55,1020
Jacobina do Piauí,2205151,"0,0","11,0",0,11,1100
Jaicós,2205201,"22,0","42,0",22,42,86.95652174
Jardim do Mulato,2205250,"8,0","5,0",8,5,-33.33333333
Jatobá do Piauí,2205276,"4,0","26,0",4,26,440
Jerumenha,2205300,"1,0","8,0",1,8,350
João Costa,2205359,"0,0","3,0",0,3,300
Joaquim Pires,2205409,"0,0","37,0",0,37,3700
Joca Marques,2205458,"0,0","3,0",0,3,300
José de Freitas,2205508,"13,0","145,0",13,145,942.8571429
Juazeiro do Piauí,2205516,"10,0","39,0",10,39,263.6363636
Júlio Borges,2205524,"0,0","12,0",0,12,1200
Jurema,2205532,"4,0","4,0",4,4,0
Lagoinha do Piauí,2205540,"0,0","3,0",0,3,300
Lagoa Alegre,2205557,"5,0","35,0",5,35,500
Lagoa do Barro do Piauí,2205565,"7,0","22,0",7,22,187.5
Lagoa de São Francisco,2205573,"4,0","15,0",4,15,220
Lagoa do Piauí,2205581,"0,0","10,0",0,10,1000
Lagoa do Sítio,2205599,"0,0","48,0",0,48,4800
Landri Sales,2205607,"0,0","24,0",0,24,2400
Luís Correia,2205706,"1,0","174,0",1,174,8650
Luzilândia,2205805,"28,0","75,0",28,75,162.0689655
Madeiro,2205854,"2,0","30,0",2,30,933.3333333
Manoel Emídio,2205904,"1,0","25,0",1,25,1200
Marcolândia,2205953,"8,0","47,0",8,47,433.3333333
Marcos Parente,2206001,"0,0","10,0",0,10,1000
Massapê do Piauí,2206050,"13,0","13,0",13,13,0
Matias Olímpio,2206100,"0,0","11,0",0,11,1100
Miguel Alves,2206209,"9,0","46,0",9,46,370
Miguel Leão,2206308,"3,0","7,0",3,7,100
Milton Brandão,2206357,"89,0","46,0",89,46,-47.77777778
Monsenhor Gil,2206407,"31,0","41,0",31,41,31.25
Monsenhor Hipólito,2206506,"109,0","34,0",109,34,-68.18181818
Monte Alegre do Piauí,2206605,"2,0","40,0",2,40,1266.666667
Morro Cabeça no Tempo,2206654,"0,0","9,0",0,9,900
Morro do Chapéu do Piauí,2206670,"4,0","38,0",4,38,680
Murici dos Portelas,2206696,"6,0","69,0",6,69,900
Nazaré do Piauí,2206704,"0,0","28,0",0,28,2800
Nazária,2206720,,"55,0",#VALUE!,55,#VALUE!
Nossa Senhora de Nazaré,2206753,"6,0","25,0",6,25,271.4285714
Nossa Senhora dos Remédios,2206803,"14,0","26,0",14,26,80
Novo Oriente do Piauí,2206902,"5,0","6,0",5,6,16.66666667
Novo Santo Antônio,2206951,"0,0","1,0",0,1,100
Oeiras,2207009,"16,0","130,0",16,130,670.5882353
Olho d'Água do Piauí,2207108,"2,0","33,0",2,33,1033.333333
Padre Marcos,2207207,"5,0","29,0",5,29,400
Paes Landim,2207306,"3,0","29,0",3,29,650
Pajeú do Piauí,2207355,"1,0","10,0",1,10,450
Palmeira do Piauí,2207405,"1,0","7,0",1,7,300
Palmeirais,2207504,"10,0","8,0",10,8,-18.18181818
Paquetá,2207553,"0,0","10,0",0,10,1000
Parnaguá,2207603,"25,0","18,0",25,18,-26.92307692
Parnaíba,2207702,"191,0","967,0",191,967,404.1666667
Passagem Franca do Piauí,2207751,"2,0","32,0",2,32,1000
Patos do Piauí,2207777,"1,0","2,0",1,2,50
Pau d'Arco do Piauí,2207793,"0,0","4,0",0,4,400
Paulistana,2207801,"3,0","47,0",3,47,1100
Pavussu,2207850,"0,0","13,0",0,13,1300
Pedro II,2207900,"3,0","194,0",3,194,4775
Pedro Laurentino,2207934,"1,0","7,0",1,7,300
Nova Santa Rita,2207959,"3,0","24,0",3,24,525
Picos,2208007,"14,0","291,0",14,291,1846.666667
Pimenteiras,2208106,"11,0","25,0",11,25,116.6666667
Pio IX,2208205,"64,0","83,0",64,83,29.23076923
Piracuruca,2208304,"29,0","219,0",29,219,633.3333333
Piripiri,2208403,"40,0","358,0",40,358,775.6097561
Porto,2208502,"29,0","159,0",29,159,433.3333333
Porto Alegre do Piauí,2208551,"2,0","28,0",2,28,866.6666667
Prata do Piauí,2208601,"2,0","5,0",2,5,100
Queimada Nova,2208650,"5,0","33,0",5,33,466.6666667
